id,earliest_cr_line,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
1056374,1994-05-01,11,28667,63.80%,22,11200,11200,10000,1200,2014-12-01,327,2014-12-01
1056585,1993-07-01,13,29732,86.90%,32,38977,38944,30000,8977,2013-07-01,24409,2013-07-01
1056601,2003-06-01,16,25800,65.20%,29,26417,26417,21000,5417,2014-05-01,5668,2016-01-01
1056770,1998-11-01,15,6125,26%,31,12208,12179,9137.3,3044,2015-07-01,230,2016-05-01
1056772,1995-06-01,7,16375,71.50%,21,13501,13501,12000,1501,2013-02-01,8278,2013-10-01
1056773,1995-03-01,7,15976,81.90%,12,17889,17889,12375,5514,2016-03-01,2855,2016-05-01
1056786,2002-09-01,11,9192,50.30%,18,12135,12135,12000,135,2012-01-01,12137,2012-02-01
1056799,1994-04-01,9,21151,63.70%,25,25481,25429,11473.69,10809,2014-12-01,638,2015-03-01
1056817,2000-02-01,7,22964,77.30%,17,8192,8192,7200,992,2014-10-01,43,2014-10-01
1056831,2003-02-01,17,22854,73.70%,35,23370,23340,19200,4170,2013-08-01,10421,2013-08-01
1056835,1985-01-01,9,6316,13.70%,27,20853,20853,19000,1853,2013-09-01,9055,2015-07-01
1056845,2006-12-01,9,3219,36%,16,10020,10020,9000,1020,2014-01-01,3267,2016-05-01
1056856,2001-09-01,8,14106,90.40%,18,23696,23667,20000,3696,2013-01-01,17578,2014-11-01
1056857,2004-03-01,9,8735,45%,18,28920,28888,22500,6420,2013-06-01,18602,2016-05-01
1056864,1993-08-01,9,11379,75.90%,12,22608,20780,15000,7608,2015-08-01,5881,2015-08-01
1056865,2004-06-01,7,16876,65.70%,17,9544,8139,4881.73,3228,2013-12-01,339,2014-05-01
1056866,2003-04-01,10,10146,62.60%,12,6254,6254,6000,254,2012-05-01,5475,2012-06-01
1056889,2000-08-01,9,5936,78.80%,12,8208,8208,6200,2008,2013-12-01,4544,2016-05-01
1056914,2000-12-01,3,11464,91%,9,12879,12879,10000,2879,2014-11-01,721,2016-05-01
1056923,2000-11-01,14,8840,46.80%,23,6433,6433,6000,433,2012-10-01,4873,2015-05-01
1056925,2006-05-01,10,17766,64.40%,20,13518,13518,12000,1518,2014-12-01,386,2016-05-01
1056934,2002-11-01,12,15938,35.70%,29,8372,8372,8000,372,2012-05-01,7318,2016-04-01
1056945,2000-02-01,7,22977,89.70%,19,27268,27234,16600.41,10668,2016-05-01,515,2016-04-01
1056969,2001-01-01,16,18891,93.90%,25,9641,9607,5706.32,3935,2016-05-01,186,2016-05-01
1057001,2006-07-01,7,1159,3.20%,14,17180,14855,8464.18,5680,2013-10-01,674,2014-02-01
1057013,1999-09-01,17,17081,72.70%,37,10554,10554,9000,1554,2014-12-01,305,2014-12-01
1057024,2001-06-01,7,9838,53.50%,18,9348,9348,8000,1348,2014-07-01,1540,2016-05-01
1057026,1996-12-01,15,7187,43.80%,24,17232,17202,13950,3282,2014-06-01,8301,2014-06-01
1057031,2000-09-01,7,28858,93.10%,9,5086,5086,1516.88,2575,2012-08-01,512,2013-02-01
1057038,1999-12-01,8,26417,50.70%,19,28617,28589,25000,3617,2013-03-01,20719,2013-04-01
1057054,2000-12-01,7,7540,72.50%,20,6496,6496,6000,496,2012-08-01,5075,2016-05-01
1057055,2001-05-01,15,8145,69.60%,29,18535,18535,8164.21,6852,2014-08-01,470,2016-05-01
1057064,1993-01-01,8,26722,83.20%,15,6015,6015,5000,1015,2014-12-01,172,2014-12-01
1057065,1988-07-01,8,18885,84.30%,29,8532,8532,7600,932,2013-11-01,3231,2016-04-01
1057071,1984-01-01,9,6636,44.80%,27,41637,41603,30000,11637,2016-01-01,7929,2016-01-01
1057080,1990-09-01,6,9757,52.70%,7,10413,10413,8875,1538,2014-12-01,308,2014-12-01
1057083,2000-04-01,14,27388,59.60%,30,20434,20434,13018.34,7404,2015-07-01,476,2016-04-01
1057099,2000-10-01,5,16070,83.30%,16,16007,16000,13650,2357,2014-12-01,461,2016-01-01
1057110,1993-02-01,18,15190,26.10%,44,984,984,748.15,146,2012-12-01,72,2013-05-01
1057113,1997-02-01,9,29579,56.40%,44,28941,28912,25000,3941,2013-02-01,21271,2016-05-01
1057140,2001-11-01,8,6242,49.50%,8,6324,6324,5600,709,2015-01-01,19,2015-01-01
1057171,2001-01-01,9,24514,95.40%,19,32433,32433,20435.64,11997,2016-05-01,613,2016-05-01
1057199,1996-03-01,18,17777,91.20%,44,25905,25905,18825,7080,2014-06-01,12347,2016-05-01
1057201,2005-04-01,8,9334,99.30%,9,3526,3526,813.59,1493,2012-08-01,290,2016-05-01
1057204,1997-10-01,10,2844,25.90%,16,9393,9378,3525.72,5133,2013-08-01,435,2014-01-01
1057211,2006-03-01,8,14635,54%,9,11672,11672,9450,2222,2014-12-01,340,2014-12-01
1057238,1998-08-01,8,17174,85.90%,38,26145,26145,21650,4495,2015-01-01,758,2016-05-01
1057239,1996-01-01,17,29573,66.10%,27,54428,48914,34911.47,19516,2016-05-01,917,2016-05-01
1057243,2005-03-01,7,14406,91.80%,10,9377,9377,6231.02,2631,2013-05-01,522,2013-10-01
1057272,1998-09-01,12,26469,80.20%,29,40978,40940,27050,13928,2015-11-01,8946,2016-05-01
1057275,2000-09-01,7,11731,96.20%,17,14402,14402,14000,402,2012-02-01,14054,2016-05-01
1057314,1996-12-01,12,16547,42.90%,17,27335,27304,19880.72,7454,2016-05-01,496,2016-05-01
1057316,2004-07-01,6,10167,74.20%,10,11726,11726,10000,1726,2014-11-01,662,2016-04-01
1057318,1997-05-01,5,6835,52.20%,12,10670,10670,8066.52,2574,2016-05-01,205,2016-05-01
1057319,2001-04-01,13,10416,52.20%,29,20835,20828,18000,2835,2014-09-01,2871,2015-01-01
1057323,2005-01-01,8,16814,92.90%,13,22875,22875,18000,4875,2014-12-01,646,2014-12-01
1057330,2001-11-01,12,13018,65.70%,30,16746,16746,14000,2746,2013-12-01,4747,2013-12-01
1057343,2001-04-01,12,7954,92.50%,25,5891,5891,4800,1091,2014-04-01,1424,2015-10-01
1057350,2000-10-01,7,19174,65%,18,13057,13057,12000,1057,2013-06-01,6720,2016-05-01
1057358,1999-12-01,14,21815,80.10%,28,1856,1856,1246.78,609,2012-10-01,187,2016-05-01
1057375,1992-12-01,15,16945,89.70%,28,30068,30031,20400,9668,2015-09-01,7489,2016-02-01
1057384,1969-03-01,13,1967,5.20%,23,35371,35371,32000,3371,2014-12-01,1002,2014-12-01
1057397,2002-10-01,11,16317,74.50%,23,17878,17878,15000,2878,2013-11-01,10592,2013-11-01
1057403,2000-01-01,6,9040,94.20%,30,241,241,169.31,72,2012-06-01,41,2016-05-01
1057424,1992-12-01,8,29485,81%,28,11929,11929,9323.14,1689,2013-10-01,501,2014-03-01
1057428,2000-03-01,6,6002,76%,12,11601,11601,10000,1601,2014-12-01,332,2014-12-01
1057445,2003-01-01,8,11901,65.80%,12,27733,27698,20000,7733,2015-12-01,5729,2016-01-01
1057447,2005-06-01,11,7855,82.70%,13,6628,6628,5300,1328,2014-10-01,742,2016-04-01
1057448,1999-06-01,13,24164,95.90%,31,28443,28408,20125,8318,2014-07-01,12658,2015-12-01
1057451,2006-04-01,5,6822,43.20%,5,6618,6618,5875,743,2014-12-01,189,2016-03-01
1057454,1990-09-01,9,26171,64.30%,23,5801,5801,5000,801,2014-12-01,167,2015-06-01
1057458,2006-09-01,9,8258,59.40%,13,11983,11983,10000,1983,2013-11-01,2852,2013-12-01
1057474,1998-01-01,14,10724,86.50%,22,17019,17019,10860.1,6159,2016-05-01,322,2016-05-01
1057482,1994-01-01,11,21195,49.60%,26,33341,33341,28000,5341,2014-12-01,939,2014-12-01
1057501,2001-12-01,19,10323,31.70%,30,12817,12817,11200,1617,2013-07-01,6161,2015-10-01
1057515,1999-10-01,13,20658,77.30%,24,29180,29143,20000,9180,2015-12-01,5934,2016-05-01
1057518,2004-05-01,10,18601,88.20%,11,9624,9624,8000,1624,2015-01-01,270,2015-01-01
1057519,2004-02-01,6,6327,87.90%,15,5555,5555,5000,555,2013-12-01,1961,2015-01-01
1057522,1991-07-01,8,9782,49.40%,25,32726,32690,22600,10126,2015-08-01,1333,2015-09-01
1057537,2000-01-01,6,15765,84.30%,14,18741,18741,18500,241,2012-02-01,18163,2012-02-01
1057562,2003-06-01,13,10209,89.30%,20,10869,10869,9000,1869,2014-12-01,316,2016-05-01
1057598,1999-05-01,10,7634,81.20%,18,10120,10120,8000,2120,2015-01-01,298,2016-04-01
1057615,2001-08-01,8,6663,79.10%,15,8998,8998,8300,698,2013-12-01,208,2016-05-01
1057621,2004-07-01,6,12704,83%,13,7350,7350,6950,400,2012-09-01,1561,2014-04-01
1057629,2000-07-01,8,24570,76.80%,17,3053,3053,2425,613,2015-01-01,17,2015-07-01
1057633,2004-03-01,6,17614,83.50%,21,12207,12171,8450,3757,2015-09-01,3240,2015-09-01
1057669,1987-02-01,6,10875,74%,7,25223,25223,18375,6848,2013-12-01,13724,2013-12-01
1057674,1998-09-01,8,6492,67.60%,14,19567,19497,14000,5567,2015-04-01,6331,2016-05-01
1057701,2003-06-01,12,11383,41.40%,20,27035,27007,24000,3035,2014-12-01,760,2015-03-01
1057710,2002-12-01,13,18869,77%,25,11908,11908,10000,1908,2014-12-01,348,2016-05-01
1057719,2002-03-01,6,8144,55.40%,16,9012,9012,8000,1012,2014-12-01,257,2014-12-01
1057720,2006-08-01,13,7803,72.20%,18,2691,2691,634.12,1521,2012-12-01,257,2013-02-01
1057726,1993-08-01,8,15451,72.50%,19,18045,18045,15000,3045,2014-12-01,514,2014-12-01
1057749,2006-04-01,10,24086,63.40%,18,3099,3099,2056.23,721,2012-11-01,254,2013-04-01
1057750,2000-05-01,13,7223,76%,24,7079,7079,5218.11,1457,2014-02-01,268,2014-09-01
1057756,1999-12-01,9,18757,79.50%,40,10659,10659,9500,1159,2012-10-01,7644,2016-05-01
1057766,1992-01-01,6,10376,68.70%,33,6277,6277,5400,877,2013-08-01,2845,2013-09-01
1057770,2001-01-01,9,29254,66%,20,55139,52434,35000,20139,2016-01-01,10349,2016-02-01
1057773,2007-03-01,7,9519,86.50%,19,6439,6439,5500,939,2013-06-01,3237,2013-07-01
1057776,1992-03-01,16,24214,81.50%,22,19322,19322,16000,3322,2014-12-01,564,2016-04-01
1057787,1995-03-01,6,21451,79.40%,12,13436,13401,12375,1061,2012-12-01,9057,2016-05-01
1057806,2002-03-01,10,27122,79.80%,21,6169,6169,5375,794,2013-12-01,1146,2014-01-01
1057816,2000-03-01,6,17382,84%,18,23083,23054,20000,3083,2013-09-01,9871,2014-09-01
1057818,1998-11-01,7,8867,62.90%,19,8002,8002,7000,1002,2014-12-01,230,2014-12-01
1057878,2002-06-01,15,12710,54.90%,39,4805,4805,4000,805,2014-09-01,531,2014-09-01
1057900,2001-12-01,9,13080,75.30%,10,11432,11432,10000,1432,2014-12-01,328,2014-12-01
1057923,2002-03-01,9,7426,79.50%,22,13752,13752,12000,1752,2014-02-01,4099,2014-02-01
1057996,2006-11-01,11,16754,49.90%,12,7566,7566,7200,366,2012-07-01,5377,2016-04-01
1058015,1987-08-01,11,11512,87.20%,32,11768,11768,10000,1768,2014-03-01,3181,2016-04-01
1058031,2000-07-01,9,18114,93.90%,34,10706,10706,9600,1106,2013-02-01,6586,2016-05-01
1058042,1994-02-01,3,0,0%,24,8227,8201,8075,152,2012-02-01,8228,2012-01-01
1058059,1990-03-01,12,55964,68.50%,21,36289,34494,29000,7289,2015-02-01,13170,2016-04-01
1058060,2001-01-01,9,7470,92.20%,13,6362,6362,5000,1362,2015-02-01,10,2016-05-01
1058072,1996-09-01,11,16358,69.40%,32,10291,10291,9350,941,2014-01-01,2327,2016-05-01
1058078,1999-06-01,16,15940,73.50%,55,18698,18698,18000,698,2012-04-01,1406,2016-03-01
1058082,1989-08-01,17,26101,56.30%,60,12390,12390,4684.97,5748,2013-09-01,513,2015-10-01
1058084,1993-12-01,11,11271,70.90%,22,16842,16842,14000,2842,2015-01-01,483,2015-01-01
1058085,2003-06-01,11,5258,59.70%,18,8770,8770,7200,1570,2014-12-01,167,2015-11-01
1058101,1994-06-01,8,6313,83.10%,16,6551,6551,4170.62,2366,2016-05-01,124,2016-05-01
1058110,2003-01-01,3,3820,61.60%,7,262,262,160.16,87,2012-06-01,50,2016-05-01
1058111,2001-06-01,13,18246,30.70%,25,14359,14352,12158.68,2069,2014-10-01,419,2015-03-01
1058119,1992-04-01,15,20159,62.70%,33,12352,12321,10000,2352,2014-12-01,358,2016-02-01
1058123,2003-11-01,18,13634,82.10%,26,14384,14384,11775,2609,2014-12-01,416,2016-05-01
1058126,2000-07-01,6,14906,72.30%,11,9954,9939,3988.92,4192,2013-08-01,410,2014-01-01
1058155,2000-04-01,9,19037,54.90%,14,22781,22781,20000,2781,2013-06-01,11555,2016-04-01
1058162,2000-11-01,10,11606,98.40%,13,1712,1712,1180.36,532,2012-10-01,172,2016-05-01
1058173,1992-12-01,16,10161,65.40%,26,7693,7693,4871.49,2822,2016-05-01,149,2016-05-01
1058174,1997-04-01,6,15795,81%,14,18742,18742,15000,3742,2015-03-01,5814,2015-04-01
1058177,1999-01-01,11,16624,93.10%,26,3406,3406,2370.47,885,2013-07-01,172,2013-12-01
1058186,1997-10-01,7,29089,92.10%,11,5018,5018,2130.09,2307,2013-03-01,297,2013-08-01
1058195,2000-07-01,7,14104,88.70%,26,17807,17807,15625,2182,2014-07-01,2930,2016-05-01
1058200,1994-06-01,14,29135,93.10%,50,5975,5975,5000,975,2013-10-01,2378,2015-07-01
1058203,2005-11-01,12,14966,66.80%,24,18911,18911,18000,911,2012-09-01,2784,2012-10-01
1058209,2000-07-01,9,13924,52.50%,19,16428,16428,12600,3828,2014-08-01,7292,2014-08-01
1058213,1997-08-01,8,17137,69.50%,28,3980,3980,3600,380,2014-12-01,117,2016-05-01
1058221,1996-01-01,9,27064,87.90%,24,21924,21924,18225,3699,2014-12-01,622,2014-12-01
1058228,2007-07-01,7,10071,57.20%,7,12422,12422,10000,2422,2015-01-01,11,2016-03-01
1058237,1999-11-01,10,5581,46.90%,23,17147,17147,15000,2147,2014-12-01,493,2016-04-01
1058241,2000-04-01,9,24645,61.20%,20,13046,13046,12625,421,2012-03-01,12467,2012-08-01
1058242,2000-07-01,8,17072,55.90%,21,12118,12118,10075,2043,2014-11-01,682,2016-05-01
1058276,1999-08-01,11,17982,86.50%,29,14971,14971,13225,1746,2013-03-01,8772,2015-06-01
1058282,2006-07-01,8,9822,86.40%,10,20240,20240,16000,4240,2014-12-01,588,2016-05-01
1058289,1988-01-01,6,5615,92%,11,18003,18003,15000,3003,2013-11-01,6705,2016-05-01
1058301,1995-06-01,14,18467,89%,38,16271,16271,9065.54,7184,2015-03-01,606,2016-05-01
1058309,2003-12-01,11,12103,70.40%,17,11442,11442,9235.98,1989,2014-08-01,352,2015-01-01
1058317,1998-12-01,7,14090,70.10%,31,30280,30280,27000,3280,2013-03-01,17787,2016-04-01
1058318,2006-09-01,19,11568,73.30%,24,10246,10246,8400,1846,2014-02-01,3008,2016-02-01
1058368,2000-12-01,9,20306,70.80%,19,25902,25902,19075,6827,2014-04-01,12761,2014-05-01
1058372,2002-11-01,8,18622,50.10%,16,1101,1101,572.24,529,2012-04-01,277,2016-05-01
1058381,1998-10-01,10,14562,73.90%,62,35032,35032,23590.95,11441,2016-05-01,661,2016-05-01
1058396,2003-11-01,8,17675,77.90%,12,11438,11431,10000,1438,2013-10-01,4607,2016-05-01
1058407,2000-03-01,8,18163,71.20%,28,19750,19750,16000,3750,2014-06-01,9003,2014-06-01
1058411,1998-11-01,9,20546,62.60%,29,22018,21983,15700,6318,2016-03-01,3857,2016-05-01
1058423,1986-12-01,19,29544,49.20%,27,20264,20264,17475,2789,2014-10-01,1693,2016-05-01
1058440,1994-08-01,18,21980,63.70%,28,23191,23191,18000,5191,2014-12-01,660,2016-05-01
1058451,2005-07-01,9,13020,37.50%,11,11257,11257,10000,1257,2013-08-01,5146,2013-09-01
1058468,2001-04-01,6,11926,87.70%,11,14529,14529,12000,2529,2013-08-01,6487,2016-05-01
1058477,2005-10-01,12,9539,73.90%,20,7482,7482,7000,482,2012-07-01,6077,2012-07-01
1058483,1998-09-01,6,5872,80.40%,14,3409,3409,1983.86,929,2012-08-01,365,2013-02-01
1058484,1994-12-01,34,17998,57.50%,61,6677,6677,4068.87,2160,2013-11-01,542,2014-04-01
1058486,1993-01-01,16,13874,50.60%,23,8404,8404,7200,1204,2013-07-01,4014,2016-05-01
1058493,2002-03-01,7,9360,69.90%,19,16004,16004,14000,2004,2014-12-01,457,2016-04-01
1058494,1997-12-01,17,17043,16.20%,26,17813,17813,16000,1813,2014-01-01,5804,2015-09-01
1058515,2004-04-01,5,8692,82.50%,17,6945,6945,5393.16,1538,2013-09-01,331,2016-05-01
1058519,2006-11-01,9,27314,83.30%,14,28414,28414,23024.99,5137,2014-12-01,806,2015-07-01
1058552,2000-06-01,9,12835,60.30%,16,16921,16893,15000,1898,2015-01-01,475,2015-01-01
1058556,2000-01-01,7,10802,86.40%,14,11573,11573,10000,1573,2014-02-01,3442,2016-02-01
1058564,1971-07-01,8,8311,12.40%,12,8766,8766,8000,766,2014-12-01,246,2014-12-01
1058578,2000-05-01,8,15093,78.60%,33,28141,28141,26000,2141,2013-05-01,6643,2016-04-01
1058596,1987-03-01,10,9105,61.90%,22,11402,11395,10000,1402,2013-12-01,4006,2016-05-01
1058603,2005-05-01,4,5592,81%,10,5955,5955,5000,955,2014-04-01,1449,2016-04-01
1058615,2001-05-01,9,10576,57.20%,20,13718,13718,12000,1718,2014-12-01,393,2016-04-01
1058624,1996-01-01,27,13768,22.50%,31,8531,8531,2444.99,4603,2014-01-01,53,2014-02-01
1058625,2002-09-01,9,23760,97.30%,20,43592,41216,24623.51,18969,2016-05-01,823,2016-05-01
1058634,1999-02-01,10,12937,70.70%,22,11601,11601,10000,1601,2014-12-01,332,2014-12-01
1058696,1988-06-01,9,7263,15.10%,21,5204,5204,4800,404,2013-12-01,1845,2013-12-01
1058698,2000-12-01,19,23936,78.40%,28,16632,16632,9930.91,6701,2016-05-01,315,2016-05-01
1058699,1992-03-01,6,12480,82.60%,9,2815,2815,2400,415,2014-12-01,81,2014-12-01
1058717,2003-03-01,11,5945,83.70%,28,26379,26379,18000,8379,2015-09-01,6910,2015-09-01
1058718,1989-12-01,6,19843,38.50%,30,25890,25890,23000,2890,2013-08-01,11819,2013-08-01
1058733,1989-06-01,7,17347,81.20%,17,20451,20451,17000,3451,2014-12-01,585,2016-05-01
1058734,2006-12-01,7,5584,76.50%,22,11326,11326,7250.38,3211,2013-10-01,477,2014-03-01
1058744,1991-01-01,5,20789,87.80%,13,33931,33931,25000,8931,2014-10-01,13907,2016-03-01
1058749,1999-10-01,12,26179,56.80%,31,23815,23815,20000,3815,2014-12-01,672,2014-12-01
1058782,1996-10-01,8,29104,78.40%,18,19848,19848,18000,1848,2013-09-01,8589,2015-06-01
1058792,2005-01-01,4,298,4.80%,9,8697,8697,6750,1947,2014-12-01,250,2014-12-01
1058814,2003-12-01,8,14334,70.10%,12,15973,15973,12800,3173,2014-05-01,749,2016-05-01
1058824,2002-04-01,9,17017,82.20%,19,43185,43185,20871.91,19690,2015-09-01,945,2015-12-01
1058828,2005-07-01,14,3096,35.20%,25,2965,2965,2400,565,2014-12-01,87,2015-12-01
1058830,2004-06-01,9,7171,52.30%,13,4573,4573,4000,573,2015-01-01,132,2014-12-01
1058831,2006-03-01,4,5153,46.40%,9,6793,6793,5900,893,2014-02-01,663,2014-11-01
1058846,2005-07-01,5,11926,86.40%,14,18045,18045,15000,3045,2015-01-01,517,2016-03-01
1058858,2002-06-01,8,21912,95.30%,18,2725,2725,930.13,615,2012-02-01,774,2012-07-01
1058877,2001-09-01,12,18323,68.10%,23,8231,8231,7200,1031,2014-12-01,234,2016-05-01
1058885,1999-06-01,8,12411,94.70%,19,28790,28750,18000,10790,2016-03-01,4938,2016-05-01
1058892,2001-12-01,12,10957,81.80%,19,3395,3395,2064.97,989,2012-11-01,279,2014-04-01
1058924,1997-03-01,11,16237,49.70%,20,5487,5487,4800,687,2014-12-01,159,2014-12-01
1058926,2001-09-01,9,12411,50%,31,13718,13718,12000,1718,2014-12-01,392,2015-10-01
1058931,2002-10-01,11,11434,77.80%,20,4638,4638,3074.42,1553,2012-11-01,422,2016-05-01
1058942,2004-07-01,3,8095,75.70%,4,4638,4638,3600,1038,2014-12-01,132,2016-05-01
1058943,2005-09-01,12,16560,84.10%,17,16888,16888,13200,3688,2014-12-01,486,2016-05-01
1058946,1996-03-01,8,22431,86.20%,31,25519,25519,21000,4519,2014-10-01,522,2015-09-01
1058952,2006-01-01,7,22921,70.70%,17,49048,49013,28928.31,20120,2016-05-01,926,2016-05-01
1058956,1995-09-01,8,17414,59.40%,28,20511,20511,17050,3461,2014-12-01,582,2016-04-01
1058958,2000-06-01,6,11550,61.30%,23,16732,16732,15000,1732,2014-02-01,5004,2015-09-01
1058959,1995-07-01,12,22329,70.20%,25,21110,21110,16500,4610,2014-12-01,605,2014-12-01
1058974,2003-10-01,7,18810,97%,14,30488,30453,18204.43,12283,2016-05-01,576,2016-05-01
1059016,1986-03-01,9,10515,76.20%,21,6758,6758,6000,758,2014-12-01,379,2016-05-01
1059024,2005-07-01,9,10219,74.90%,18,16462,16462,15000,1462,2012-07-01,14215,2012-08-01
1059039,1990-09-01,7,15905,80.70%,13,13154,13154,10500,2654,2014-12-01,386,2016-05-01
1059041,2000-10-01,10,15872,52.90%,17,17402,17402,15000,2402,2014-12-01,504,2014-12-01
1059046,1998-04-01,8,23236,66.40%,33,28547,28450,24000,4547,2014-09-01,3176,2016-05-01
1059100,2000-11-01,7,23869,52.80%,32,23701,23675,22750,951,2012-06-01,20093,2016-03-01
1059103,2005-12-01,7,6736,26.50%,10,7794,7794,7000,794,2014-01-01,2543,2016-05-01
1059118,2006-05-01,11,5862,46.10%,14,8111,8083,7200,911,2015-01-01,233,2014-12-01
1059120,2000-12-01,10,7184,52.70%,18,18692,18666,15033.46,3659,2016-05-01,354,2016-05-01
1059128,1984-07-01,8,14469,62.90%,17,7654,7654,5993.83,1660,2016-05-01,145,2016-05-01
1059157,1992-05-01,14,33474,58.10%,24,10061,10061,4691.15,4346,2013-05-01,533,2013-10-01
1059174,2004-11-01,13,6837,48.50%,20,5164,5164,4500,664,2013-11-01,1945,2013-11-01
1059186,2007-12-01,12,1086,9.30%,19,7487,7487,7000,472,2012-07-01,18,2012-07-01
1059199,2004-06-01,6,7947,99.30%,22,4575,4575,3600,975,2015-01-01,4,2016-01-01
1059210,1985-03-01,10,20747,85.70%,22,20222,20222,16000,4222,2014-07-01,3287,2016-03-01
1059227,2005-01-01,7,6562,61.90%,8,12915,12915,10400,2515,2014-12-01,367,2016-05-01
1059236,2005-03-01,6,16464,89.50%,6,14430,14430,12000,2430,2014-07-01,2367,2016-04-01
1059251,1975-06-01,9,19129,61.90%,36,12964,12964,12000,964,2013-07-01,6349,2014-02-01
1059252,2002-03-01,7,16705,52.20%,23,12547,12547,10500,2047,2013-10-01,247,2016-05-01
1059259,2001-06-01,10,16487,63.20%,15,3380,3380,3000,380,2014-12-01,96,2014-12-01
1059262,2001-10-01,18,11439,70.80%,32,8260,8260,7150,1110,2013-09-01,2111,2016-04-01
1059274,1996-04-01,8,23080,59.90%,24,26284,26284,17692.62,8591,2016-05-01,496,2016-05-01
1059280,2002-02-01,8,6739,49.60%,12,7036,7036,6000,1036,2014-12-01,203,2016-05-01
1059282,1998-11-01,6,17554,57%,8,18888,18888,13106.47,5782,2016-05-01,357,2016-04-01
1059284,1997-06-01,18,19557,92.50%,29,28229,28194,16493.54,11735,2016-05-01,534,2016-04-01
1059288,1995-09-01,7,11209,57.50%,24,9961,9961,6911.99,3049,2016-05-01,189,2016-05-01
1059289,2000-12-01,7,14635,70.70%,16,7986,7986,7200,786,2014-01-01,1086,2014-01-01
1059291,1994-05-01,12,8038,45.20%,21,6354,6354,2820.19,2731,2014-03-01,207,2014-08-01
1059310,1992-05-01,7,38248,74.60%,18,44526,44526,35000,9526,2014-07-01,7227,2014-08-01
1059311,1998-01-01,11,18251,61%,20,17530,17497,13200,4330,2014-03-01,8963,2014-03-01
1059312,2007-03-01,7,8376,91%,9,7282,7282,5000,2282,2014-07-01,3201,2014-08-01
1059319,1992-07-01,13,42936,83.80%,31,19076,19076,6337.11,7319,2013-12-01,32,2016-05-01
1059333,2005-01-01,12,7023,75.50%,23,12794,12794,10000,2794,2015-01-01,371,2014-12-01
1059362,2007-08-01,13,6193,52.90%,17,7451,7451,6000,1451,2015-01-01,6,2015-10-01
1059386,2000-04-01,8,11702,90.20%,21,6121,6121,5000,1121,2014-05-01,1324,2016-05-01
1059395,2003-10-01,13,8162,92.70%,18,21056,21056,15000,6056,2014-05-01,9953,2016-04-01
1059409,2002-01-01,17,10520,47.80%,35,7826,7826,3576.75,4234,2013-11-01,341,2013-11-01
1059412,1994-08-01,9,10770,69%,18,10904,10904,10000,904,2013-12-01,4153,2015-08-01
1059433,1998-03-01,7,5119,89.80%,11,7316,7316,6400,916,2014-12-01,210,2016-01-01
1059444,2001-01-01,16,23464,57.70%,36,22125,22125,16000,6125,2015-05-01,3221,2015-05-01
1059447,2001-10-01,10,19823,68.40%,19,24814,24814,16000,8814,2015-11-01,5350,2015-12-01
1059461,1998-05-01,12,13577,89.90%,35,258,258,98.47,160,2012-01-01,259,2016-05-01
1059462,2003-10-01,7,4228,12.90%,16,4602,4602,4200,402,2014-12-01,130,2016-05-01
1059469,1995-12-01,5,13819,98%,10,16521,16521,13000,3521,2014-12-01,464,2016-05-01
1059486,1998-11-01,14,13239,60.20%,33,11044,11044,8359.5,2684,2014-04-01,481,2016-05-01
1059497,1990-11-01,8,3418,30.50%,23,5864,5864,5000,864,2014-12-01,170,2014-12-01
1059502,1990-01-01,6,5941,90%,8,3034,3034,1240.19,1381,2013-01-01,203,2013-07-01
1059522,2000-03-01,4,5846,88.60%,9,5251,5251,3931.16,1020,2014-01-01,199,2014-06-01
1059525,2000-11-01,14,16664,89.40%,28,7695,7679,3606.06,2908,2013-11-01,284,2014-04-01
1059529,1992-02-01,8,15209,79.60%,22,3654,3654,3000,654,2014-09-01,502,2016-05-01
1059571,2006-08-01,9,7565,53.70%,12,12794,12794,10000,2794,2015-01-01,373,2015-12-01
1059572,2003-02-01,8,20169,58.50%,14,17092,17092,14575,2517,2014-12-01,485,2014-12-01
1059582,2001-03-01,5,13697,91.30%,5,13698,13698,12375,1323,2012-12-01,3036,2015-03-01
1059603,1996-04-01,4,3472,28.70%,12,5062,5062,5000,62,2012-02-01,4908,2016-01-01
1059605,1996-04-01,7,15606,88%,14,11727,11720,10000,1727,2014-12-01,338,2015-11-01
1059620,2000-05-01,11,22059,68.50%,17,3565,3565,2613.54,952,2012-10-01,397,2016-04-01
1059623,1993-11-01,10,7623,88.60%,30,8988,8988,5856.3,3132,2016-05-01,171,2016-05-01
1059627,2007-01-01,8,9138,59.70%,18,17542,17542,11052.84,6489,2016-05-01,332,2016-04-01
1059629,1986-10-01,11,16072,81.60%,18,12762,12762,11000,1762,2014-12-01,370,2016-05-01
1059639,2000-03-01,11,17709,66.60%,12,10974,10974,9600,1374,2014-12-01,316,2016-05-01
1059657,2002-07-01,12,9437,39%,20,11351,11351,11000,351,2012-04-01,10289,2013-06-01
1059689,2004-08-01,7,15455,47.60%,11,8454,8454,7000,1454,2015-01-01,239,2015-01-01
1059698,1986-07-01,13,9967,78.90%,15,14879,14879,10119.24,4760,2016-05-01,281,2016-05-01
